bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,22639955d314b474195dc6401b5f7cbd,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169568049,uuuu,TR,TR,1466313264,0,0,-1,Franklin Ticaret Kontuari,85906483,169/568/049/169568049.geojson,venue,85679237,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,e2a99caca614733da7cf9f930a96e34a,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169568971,uuuu,TR,TR,1466313308,0,0,-1,Mesa Guvenlik Sistemleri A.s.,85906483,169/568/971/169568971.geojson,venue,85679237,simplegeo,,,TR
"28.270794,36.859474,28.270794,36.859474",uuuu,85632393,,037400c7f00351e595d73d52303dadaa,,2ea8943d9f46b43cecd1e3fcfbe75f55,36.859474,28.270794,169568885,uuuu,TR,TR,1466313304,0,0,101912961,Marmaris Alarm Sistemleri Ltd.sti.,-1,169/568/885/169568885.geojson,venue,85679291,simplegeo,,,TR
"28.723101,40.981201,28.723101,40.981201",uuuu,85632393,,afabbc62689c40ab5d28026cf9544744,,b1870d64d3c939a3ade0d11a9542322e,40.981201,28.723101,169568017,uuuu,TR,TR,1466313263,0,0,101912655,Focus Guvenlik Sist.,85929931,169/568/017/169568017.geojson,venue,85679237,simplegeo,,,TR
"28.988733,41.080425,28.988733,41.080425",uuuu,85632393,,c52b6dc8aa13b9cf6e7dd18904ca2206,,ce3ad4f1c52ef9a207ed5930fbce9035,41.080425,28.988733,169568771,uuuu,TR,TR,1466313298,0,0,101912685,Mak San ?r?n. San. Tic. Ltd. Sti.,85930041,169/568/771/169568771.geojson,venue,85679237,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,d10b74403e5e667cff2f9dbc17fde7aa,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169568489,uuuu,TR,TR,1466313286,0,0,-1,Iskoruma Is Guvenlik Malz. San.,85906483,169/568/489/169568489.geojson,venue,85679237,simplegeo,,,TR
"27.129686,38.418697,27.129686,38.418697",uuuu,85632393,,a9ceb9732a71de60bf52b44d9cd28680,,e642dc93600900c2a83494e531c8288f,38.418697,27.129686,169568831,uuuu,TR,TR,1466313302,0,0,-1,Marpa Guvenlik Sistemleri San. Ve Tic. Ltd.sti.,85904135,169/568/831/169568831.geojson,venue,85679201,simplegeo,,,TR
"28.98378,41.036797,28.98378,41.036797",uuuu,85632393,,c356bda4d2542ae4bff106ad67cd2f8b,,9020979ff2d61a9a6fe0cb2cda4b3595,41.036797,28.98378,169568891,uuuu,TR,TR,1466313305,0,0,101913185,Medcom Elek. Tic.san.ltd.,85904159,169/568/891/169568891.geojson,venue,85679237,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,3f9abcbaa934c9a995de2fdcb2d825d9,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169568169,uuuu,TR,TR,1466313271,0,0,-1,Gesider-g?venlik End?strisi Sanayici Ve Isadamlari Dernegi,85906483,169/568/169/169568169.geojson,venue,85679237,simplegeo,,,TR
"28.490419,41.02829,28.490419,41.02829",uuuu,85632393,,2019e9e896a502b74a524bbb2444e86d,,ce6f3e4e3f96a3b870b4bc44612a4640,41.02829,28.490419,169568051,uuuu,TR,TR,1466313264,0,0,-1,Ezgi,-1,169/568/051/169568051.geojson,venue,85679237,simplegeo,,,TR
"29.097591,40.952122,29.097591,40.952122",uuuu,85632393,,237d7979bb1b7c878ed7f4509f5b323f,,262e53997ffbbf4d62886d052df92967,40.952122,29.097591,169568269,uuuu,TR,TR,1466313276,0,0,-1,Guard G?venlik Sistem. A.s.,85929857,169/568/269/169568269.geojson,venue,85679237,simplegeo,,,TR
"28.998474,41.098381,28.998474,41.098381",uuuu,85632393,,6b7a4daf13cb22e85bb0fe3784e05e5c,,18802a884bacd719509c750df042e617,41.098381,28.998474,169568069,uuuu,TR,TR,1466313265,0,0,-1,F?me Elektrik Guvenlik Sist.,85930237,169/568/069/169568069.geojson,venue,85679237,simplegeo,,,TR
