bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
"29.395098,40.947395,29.395098,40.947395",uuuu,85632393,,40eb8b8dba7b9788ea4242c059315fd9,,eb0b2741e92ea814adf2934e65b7b091,40.947395,29.395098,169535753,uuuu,TR,TR,1466313421,0,0,-1,Ihlas Gayrimental Yatirim Ortekligi As,-1,169/535/753/169535753.geojson,venue,85679241,simplegeo,,,TR
"29.188206,40.920761,29.188206,40.920761",uuuu,85632393,,d037892fda9f563b484eb616c81e087d,,d79a1fa6f05670d33b5be0bff059d059,40.920761,29.188206,169535833,uuuu,TR,TR,1466313421,0,0,101912649,Iktisat Bankasi T?k As,-1,169/535/833/169535833.geojson,venue,85679237,simplegeo,,,TR
"29.035814,41.081291,29.035814,41.081291",uuuu,85632393,,056f75697f536eeeaf9ab964dfac7b93,,7cf5cb79cc06bccbb049011a8c85f54f,41.081291,29.035814,169535445,uuuu,TR,TR,1466313419,0,0,101912663,Finansbank As,85930151,169/535/445/169535445.geojson,venue,85679237,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,fa0eceb28975a476963617f1950421e1,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535193,uuuu,TR,TR,1466313419,0,0,-1,Finans Leasing,85906483,169/535/193/169535193.geojson,venue,85679237,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,39966bb848484e1169f5bc446dfca64b,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535185,uuuu,TR,TR,1466313418,0,0,-1,Finans Invest,85906483,169/535/185/169535185.geojson,venue,85679237,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,b8822a11b959d762de3b89872c062315,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535477,uuuu,TR,TR,1466313420,0,0,-1,Finansinvest,85906483,169/535/477/169535477.geojson,venue,85679237,simplegeo,,,TR
"34.628223,36.797989,34.628223,36.797989",uuuu,85632393,,d984a12c1aad3cd07eaab96349270a54,,6984bc3d950013134758c5b0876b1309,36.797989,34.628223,169535235,uuuu,TR,TR,1466313419,0,0,101913223,Finansbank As,-1,169/535/235/169535235.geojson,venue,85679313,simplegeo,,,TR
"28.981876,41.025845,28.981876,41.025845",uuuu,85632393,,a0e58ff598c857ddb771b6f790b6d43b,,e0fff7e521e24ee79d62b3fbea65acb7,41.025845,28.981876,169535027,uuuu,TR,TR,1466313418,0,0,101913185,Faisal Foreign Trade And Marketing Company,85906583,169/535/027/169535027.geojson,venue,85679237,simplegeo,,,TR
"41.834286,41.181858,41.834286,41.181858",uuuu,85632393,,894a94e1f3f9d43d36678024c84d5228,,3c4f36c65b175890d0c619c28da171ee,41.181858,41.834286,169535937,uuuu,TR,TR,1466313421,0,0,-1,"Iktisat Bankasi, T?k As",-1,169/535/937/169535937.geojson,venue,85679367,simplegeo,,,TR
"29.013794,41.07745,29.013794,41.07745",uuuu,85632393,,bf5689f870fef16cfc84aad103cc3e7c,,6940c91164b54f4fd188c87981f0d714,41.07745,29.013794,169535173,uuuu,TR,TR,1466313418,0,0,-1,Fiba Holding As,85929845,169/535/173/169535173.geojson,venue,85679237,simplegeo,,,TR
"29.395098,40.947395,29.395098,40.947395",uuuu,85632393,,763e9f302096b23d698eab94f3f91dd8,,eb0b2741e92ea814adf2934e65b7b091,40.947395,29.395098,169535651,uuuu,TR,TR,1466313420,0,0,-1,Haci Omer Sabanci Holding As,-1,169/535/651/169535651.geojson,venue,85679241,simplegeo,,,TR
"32.856033,39.943874,32.856033,39.943874",uuuu,85632393,,9aa77184542b555c7fdb1fba07583b0b,,68c3280b4a772c2c653ccc4d077be668,39.943874,32.856033,169535089,uuuu,TR,TR,1466313418,0,0,-1,Faysal Islamic Bank Of Bahrain Ec,85929573,169/535/089/169535089.geojson,venue,85679409,simplegeo,,,TR
"28.983431,41.075779,28.983431,41.075779",uuuu,85632393,,86e5bc228d9289c6072a180915bdfa98,,07cb7f1802519391a1af9498e10635d7,41.075779,28.983431,169535033,uuuu,TR,TR,1466313418,0,0,101912685,Faisal Real Estate Construction And Trading Company,85930041,169/535/033/169535033.geojson,venue,85679237,simplegeo,,,TR
"34.892071,36.906425,34.892071,36.906425",uuuu,85632393,,a011f328abfdb5d56834cdd97a471dfc,,8c1248b379942f505287f7f4e371ea73,36.906425,34.892071,169535001,uuuu,TR,TR,1466313418,0,0,-1,Everest Bank Ltd,-1,169/535/001/169535001.geojson,venue,85679313,simplegeo,,,TR
"27.135155,38.428959,27.135155,38.428959",uuuu,85632393,,ef9809d97317d8369af6f0852eabb84a,,4cec45ca25bcf693abe04c6de44761dd,38.428959,27.135155,169535819,uuuu,TR,TR,1466313421,0,0,-1,Iktisat Bankasi Tas,85929653,169/535/819/169535819.geojson,venue,85679201,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,ac8237e77fdd1e4f37f7d4762a1fc14c,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535301,uuuu,TR,TR,1466313419,0,0,-1,Finansbank As,85906483,169/535/301/169535301.geojson,venue,85679237,simplegeo,,,TR
"35.489388,38.720039,35.489388,38.720039",uuuu,85632393,,59a9cdfa623989f93f8d626dff8ced52,,9c0421288114434f36e7d1c96500320e,38.720039,35.489388,169535355,uuuu,TR,TR,1466313419,0,0,-1,Finansbank As,-1,169/535/355/169535355.geojson,venue,85679321,simplegeo,,,TR
"29.13582,40.921829,29.13582,40.921829",uuuu,85632393,,fc14c34f1ebd7a34386acf1607070c7c,,dbcaada2078892d11a2e498003f94906,40.921829,29.13582,169535283,uuuu,TR,TR,1466313419,0,0,-1,Finansbank As,85930179,169/535/283/169535283.geojson,venue,-1,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,0b445554c62efa34f91b768b0ef11205,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535631,uuuu,TR,TR,1466313420,0,0,-1,Habib Bank Ltd,85906483,169/535/631/169535631.geojson,venue,85679237,simplegeo,,,TR
"30.397966,40.777775,30.397966,40.777775",uuuu,85632393,,8f34bb48decbb7405b2691726e0ec3e0,,694a08b3571fc5d6ee00c2dc24d90f8f,40.777775,30.397966,169535081,uuuu,TR,TR,1466313418,0,0,101912667,Faysal Islamic Bank Of Bahrain Ec,-1,169/535/081/169535081.geojson,venue,85679245,simplegeo,,,TR
"29.438101,40.800201,29.438101,40.800201",uuuu,85632393,,0d108973f3c0368a4e95b5620f3002c0,,ad6b5214a33ae1013f699e84cb0bb0c5,40.800201,29.438101,169535847,uuuu,TR,TR,1466313421,0,0,-1,Iktisat Bankasi T?k As,-1,169/535/847/169535847.geojson,venue,85679241,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,db919d1f2678be83b37fe8ce09536c28,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535609,uuuu,TR,TR,1466313420,0,0,-1,Gsd Yatirim Bankasi As,85906483,169/535/609/169535609.geojson,venue,85679237,simplegeo,,,TR
"29.060522,40.191265,29.060522,40.191265",uuuu,85632393,,6a37fb19bbaa43d1ac5d12e48f32774c,,958fb351728d48b40708bbe5a54912de,40.191265,29.060522,169535377,uuuu,TR,TR,1466313419,0,0,-1,Finansbank As,85929923,169/535/377/169535377.geojson,venue,85679231,simplegeo,,,TR
"39.719101,41.0061,39.719101,41.0061",uuuu,85632393,,e0ee57188e2a4b7de3bb65eb897d572d,,a567949202a0f309de0269924861dfb2,41.0061,39.719101,169535105,uuuu,TR,TR,1466313418,0,0,101912783,Faysal Islamic Bank Of Bahrain Ec,85934735,169/535/105/169535105.geojson,venue,85679383,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,fcccf6e0a1b844386d8fa98b71f8b121,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535161,uuuu,TR,TR,1466313418,0,0,-1,Fiba Factoring,85906483,169/535/161/169535161.geojson,venue,85679237,simplegeo,,,TR
"43.051502,39.722347,43.051502,39.722347",uuuu,85632393,,dbaa31564e5688b1cc478ee4fae594c9,,49e3569cf7870cca72ee628cdbcbb7b9,39.722347,43.051502,169535459,uuuu,TR,TR,1466313419,0,0,-1,Finansbank As,-1,169/535/459/169535459.geojson,venue,85679387,simplegeo,,,TR
"35.394943,36.979076,35.394943,36.979076",uuuu,85632393,,b71c682ffc03aecb3190d209c5cf9ab9,,a07cc371a944aafdb1fcbb650b999e62,36.979076,35.394943,169535417,uuuu,TR,TR,1466313419,0,0,-1,Finansbank As,-1,169/535/417/169535417.geojson,venue,85679443,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,1c2f1240b3fbad0db2730f7b38dd2768,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535507,uuuu,TR,TR,1466313420,0,0,-1,Garanti Finansal Kiralama As,85906483,169/535/507/169535507.geojson,venue,85679237,simplegeo,,,TR
"44.537792,40.221752,44.537792,40.221752",uuuu,85632773,,d07b112508c0e93f394a974ca66d4959,,2a4d6279a0e2e99f985498c4e3625473,40.221752,44.537792,169535273,uuuu,TR,TR,1466313419,0,0,-1,Finansbank As,-1,169/535/273/169535273.geojson,venue,85668105,simplegeo,,,TR
"29.395098,40.947395,29.395098,40.947395",uuuu,85632393,,0aa4641f6b273ab2c660b07ae1a0c2bd,,eb0b2741e92ea814adf2934e65b7b091,40.947395,29.395098,169535777,uuuu,TR,TR,1466313421,0,0,-1,Ihlas Holding As,-1,169/535/777/169535777.geojson,venue,85679241,simplegeo,,,TR
"35.706112,37.368332,35.706112,37.368332",uuuu,85632393,,1a2bc3fc625fa6da0721dd7ccf32acc7,,7e9216ef98458393ba7394ccbdf7a92b,37.368332,35.706112,169535017,uuuu,TR,TR,1466313418,0,0,-1,Exsa Corporation,-1,169/535/017/169535017.geojson,venue,85679443,simplegeo,,,TR
"29.013336,41.069599,29.013336,41.069599",uuuu,85632393,,dc226bdd7c860184e914a83b1dbc2231,,0442709316f5bccc9823a1f6660df2f6,41.069599,29.013336,169535591,uuuu,TR,TR,1466313420,0,0,101912685,Gingilli Holding,85929407,169/535/591/169535591.geojson,venue,85679237,simplegeo,,,TR
"27.759649,41.205761,27.759649,41.205761",uuuu,85632393,,5101dd55a709e4b7c7f469b089716544,,d8cfac5e2a5fa90c6d6edc3775de7ff2,41.205761,27.759649,169535987,uuuu,TR,TR,1466313421,0,0,-1,"Iktisat Bankasi, T?k As",-1,169/535/987/169535987.geojson,venue,85679223,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,a8981767c2883dd54b004d81dcfc1120,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535517,uuuu,TR,TR,1466313420,0,0,-1,Garanti Portfolio Management As,85906483,169/535/517/169535517.geojson,venue,85679237,simplegeo,,,TR
"28.999512,41.044685,28.999512,41.044685",uuuu,85632393,,cde3b1e564574adfeeaa3a6d6003bc0e,,5bd341a1f370d0d971d9708e5beb2aae,41.044685,28.999512,169535723,uuuu,TR,TR,1466313421,0,0,101912685,Hsbc Bank As,85929495,169/535/723/169535723.geojson,venue,85679237,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,61a87e4e474fc895c636899dd67931fe,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535485,uuuu,TR,TR,1466313420,0,0,-1,Garanti Bilisim Teknolojisi Ve Ticaret Tas,85906483,169/535/485/169535485.geojson,venue,85679237,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,8a88a2640437843a2c5f171f442fcded,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535679,uuuu,TR,TR,1466313420,0,0,-1,Heller Factoring As,85906483,169/535/679/169535679.geojson,venue,85679237,simplegeo,,,TR
"30.506649,39.776817,30.506649,39.776817",uuuu,85632393,,e95735bef2dcfc1748a5e32c62d4e67d,,e017655a8df3fa32cde65a4c222361bf,39.776817,30.506649,169535857,uuuu,TR,TR,1466313421,0,0,101912871,Iktisat Bankasi T?k As,85934771,169/535/857/169535857.geojson,venue,85679255,simplegeo,,,TR
"27.139187,38.422466,27.139187,38.422466",uuuu,85632393,,c3281ffb0d8669a7642552dbdabbe51b,,8748b8c95f4699dae39a7c97318cb73e,38.422466,27.139187,169535099,uuuu,TR,TR,1466313418,0,0,-1,Faysal Islamic Bank Of Bahrain Ec,85929641,169/535/099/169535099.geojson,venue,85679201,simplegeo,,,TR
"28.953869,41.040573,28.953869,41.040573",uuuu,85632393,,f72d0dcd6f5b94b178e689c9d3155683,,a528ea22ab85607f7b586ba79825ce1d,41.040573,28.953869,169535667,uuuu,TR,TR,1466313420,0,0,101913185,Halk Sigorta Tas,85906535,169/535/667/169535667.geojson,venue,85679237,simplegeo,,,TR
"29.142691,41.079311,29.142691,41.079311",uuuu,85632393,,9126a39078d6f241ab42ccc61c48aa15,,b686fccac9eeff10f3d9a1ed9d27c50c,41.079311,29.142691,169535585,uuuu,TR,TR,1466313420,0,0,-1,Generale Bank,-1,169/535/585/169535585.geojson,venue,85679237,simplegeo,,,TR
"29.052628,40.207436,29.052628,40.207436",uuuu,85632393,,eb867456a38203e1f562911c5d50e0f9,,80e864a88ca0b9ed06b339515c25b902,40.207436,29.052628,169535117,uuuu,TR,TR,1466313418,0,0,-1,Faysal Islamic Bank Of Bahrain Ec,-1,169/535/117/169535117.geojson,venue,85679231,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,b76b5d8bbb21e1d1c3e32bb9d1a18bdc,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535153,uuuu,TR,TR,1466313418,0,0,-1,Fermas Co,85906483,169/535/153/169535153.geojson,venue,85679237,simplegeo,,,TR
"29.265162,40.647179,29.265162,40.647179",uuuu,85632393,,357be90ca47aa6848213d0703aa5b62f,,9c1071f371cbcfbeff09dad5081f5574,40.647179,29.265162,169535955,uuuu,TR,TR,1466313421,0,0,101912669,"Iktisat Bankasi, T?k As",-1,169/535/955/169535955.geojson,venue,85679529,simplegeo,,,TR
"35.306633,36.992855,35.306633,36.992855",uuuu,85632393,,77e39c9d3abae8056bf082aa1903592e,,6cd03185a4221a1e04fc563add35c3c9,36.992855,35.306633,169535877,uuuu,TR,TR,1466313421,0,0,-1,Iktisat Bankasi,-1,169/535/877/169535877.geojson,venue,85679443,simplegeo,,,TR
"28.87059,41.017696,28.87059,41.017696",uuuu,85632393,,3c5b209b360f534426df50a6776a5e17,,1217f54f3c163414a12917e30c7a6f5e,41.017696,28.87059,169535883,uuuu,TR,TR,1466313421,0,0,101912673,"Iktisat Bankasi, T?k As",85929785,169/535/883/169535883.geojson,venue,85679237,simplegeo,,,TR
"29.221338,41.004662,29.221338,41.004662",uuuu,85632393,,a1af004133eb9ca6d289e789959f08a8,,6522e22735365f23cb89451db8f4e258,41.004662,29.221338,169535371,uuuu,TR,TR,1466313419,0,0,-1,Finansbank As,-1,169/535/371/169535371.geojson,venue,85679237,simplegeo,,,TR
"29.11787,41.120346,29.11787,41.120346",uuuu,85632393,,88bbc805c405066b512b9f360c107678,,75ad3bd91f2df0948e4afd7fb8169550,41.120346,29.11787,169535559,uuuu,TR,TR,1466313420,0,0,-1,Garanti ?deme Sistemleri As,85934775,169/535/559/169535559.geojson,venue,85679237,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,552574d2eacf1ce643f6c29d73e23e99,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535527,uuuu,TR,TR,1466313420,0,0,-1,Garanti Sigorta As,85906483,169/535/527/169535527.geojson,venue,85679237,simplegeo,,,TR
"28.976631,41.024578,28.976631,41.024578",uuuu,85632393,,e270b08ae549625c60d364fd04bc0426,,3c9859cf0fc1355bcafce3b4de430907,41.024578,28.976631,169535129,uuuu,TR,TR,1466313418,0,0,101913185,"Faysal Islamic Bank Of Bahrain, Dmi Trust Representative Office",85906577,169/535/129/169535129.geojson,venue,85679237,simplegeo,,,TR
"29.070105,40.966022,29.070105,40.966022",uuuu,85632393,,30c429539f000db95c7c50cee758b635,,92459e9874d7700b033d0ffb00efe228,40.966022,29.070105,169535809,uuuu,TR,TR,1466313421,0,0,101912641,"Iktisa Bankasi, T?k As",85930279,169/535/809/169535809.geojson,venue,85679237,simplegeo,,,TR
"29.055494,40.973808,29.055494,40.973808",uuuu,85632393,,b2fd14e7b474fc628bc7d4fbcedf1741,,6b050f39f7ec4b63121ff0e9ab0d2eb1,40.973808,29.055494,169535289,uuuu,TR,TR,1466313419,0,0,-1,Finansbank As,85929463,169/535/289/169535289.geojson,venue,85679237,simplegeo,,,TR
"28.220804,36.798054,28.220804,36.798054",uuuu,85632393,,76e2c0878e36fb5e727bdfdb0ad11717,,c904193ceda42f05eabcf738f24aa341,36.798054,28.220804,169535897,uuuu,TR,TR,1466313421,0,0,-1,"Iktisat Bankasi, T?k As",-1,169/535/897/169535897.geojson,venue,85679291,simplegeo,,,TR
"27.211363,41.723961,27.211363,41.723961",uuuu,85632393,,47acb8715044a479fc66997f8a4c78d4,,b5be545be9aa1ded595ddc1e4c5344fc,41.723961,27.211363,169535401,uuuu,TR,TR,1466313419,0,0,101911155,Finansbank As,-1,169/535/401/169535401.geojson,venue,85679219,simplegeo,,,TR
"30.386757,40.769615,30.386757,40.769615",uuuu,85632393,,cf60cc948fb8ef899c2a8119714444b8,,8b113b6e6979d9c6881f8de91dc48eb7,40.769615,30.386757,169535975,uuuu,TR,TR,1466313421,0,0,101912667,"Iktisat Bankasi, T?k As",-1,169/535/975/169535975.geojson,venue,85679245,simplegeo,,,TR
"32.514839,37.866863,32.514839,37.866863",uuuu,85632393,,cb4004ebe7d04e461828290db7bd1581,,86fb7af103802a09fb77f4b87a77cc7c,37.866863,32.514839,169535137,uuuu,TR,TR,1466313418,0,0,-1,"Faysal Islamic Bank, Of Bahrain Ec",85934711,169/535/137/169535137.geojson,venue,85679425,simplegeo,,,TR
"28.871353,40.989346,28.871353,40.989346",uuuu,85632393,,f7135c692148ad20022db460dce891c1,,be31b9c57bb9058e982e30017e0b81fb,40.989346,28.871353,169535387,uuuu,TR,TR,1466313419,0,0,101912673,Finansbank As,85929899,169/535/387/169535387.geojson,venue,85679237,simplegeo,,,TR
"29.106243,41.010727,29.106243,41.010727",uuuu,85632393,,acf904581e0a0e3d49cd72e0dc1960c2,,c386ad65841a98a1a48cd96d23aec827,41.010727,29.106243,169535917,uuuu,TR,TR,1466313421,0,0,101912637,"Iktisat Bankasi, T?k As",-1,169/535/917/169535917.geojson,venue,85679237,simplegeo,,,TR
"28.998425,41.069641,28.998425,41.069641",uuuu,0,,d4fb5a2f1c18f63db8ef866c5c45e1c8,,3a1391fa97f1f165e390084b90f86504,41.069641,28.998425,169535621,uuuu,TR,TR,1466313420,0,0,0,Gulf Constructions Co,-1,169/535/621/169535621.geojson,venue,0,simplegeo,,,TR
"28.981876,41.025845,28.981876,41.025845",uuuu,85632393,,c2d2670c2a3e15a7ad2fdba1a2187683,,e0fff7e521e24ee79d62b3fbea65acb7,41.025845,28.981876,169535045,uuuu,TR,TR,1466313418,0,0,101913185,Family Finans Kurumu As,85906583,169/535/045/169535045.geojson,venue,85679237,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,7200371034c2005908c1a7b1fe1b4e4f,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535731,uuuu,TR,TR,1466313421,0,0,-1,Ihlas Finans Kurumu As,85906483,169/535/731/169535731.geojson,venue,85679237,simplegeo,,,TR
"29.037479,41.110271,29.037479,41.110271",uuuu,85632393,,d7f17b6157e2e2202b11f269bbd95a6f,,bc26ccc52ae1b36e25cb391ca82c0355,41.110271,29.037479,169535147,uuuu,TR,TR,1466313418,0,0,101912639,Federation Of Euro-asian Stock Exchanges (feas),85929871,169/535/147/169535147.geojson,venue,85679237,simplegeo,,,TR
"27.132601,38.427837,27.132601,38.427837",uuuu,85632393,,bdb54a6a06f0065111e43f385e59faa7,,c1e34a9bd7209416e24c40e96b476315,38.427837,27.132601,169535209,uuuu,TR,TR,1466313419,0,0,-1,Finansbank As,85929641,169/535/209/169535209.geojson,venue,85679201,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,54905c0630c717a514c5efff6027ba05,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535179,uuuu,TR,TR,1466313418,0,0,-1,Fibabank As,85906483,169/535/179/169535179.geojson,venue,85679237,simplegeo,,,TR
"29.395098,40.947395,29.395098,40.947395",uuuu,85632393,,bd312d6bc257ea380627bd5d837b0409,,eb0b2741e92ea814adf2934e65b7b091,40.947395,29.395098,169535797,uuuu,TR,TR,1466313421,0,0,-1,Ihlas Motor As,-1,169/535/797/169535797.geojson,venue,85679241,simplegeo,,,TR
"32.497322,37.89172,32.497322,37.89172",uuuu,85632393,,3ce0aadafe4327414bf305d6130d90fb,,45a0baade9c64fcbe0d13f859599a132,37.89172,32.497322,169535435,uuuu,TR,TR,1466313419,0,0,-1,Finansbank As,-1,169/535/435/169535435.geojson,venue,85679425,simplegeo,,,TR
"36.346806,41.265236,36.346806,41.265236",uuuu,85632393,,e5f7a1636071265db92e524b395fe8d8,,2d57cf6a2b7de5c247d2568c39f0901c,41.265236,36.346806,169535315,uuuu,TR,TR,1466313419,0,0,-1,Finansbank As,-1,169/535/315/169535315.geojson,venue,85679357,simplegeo,,,TR
"33.777653,41.379593,33.777653,41.379593",uuuu,85632393,,d22b2d93e4a6b58fa93fb3cd39a6bc4b,,b0e2007829778aa127a4504ab9dd05d6,41.379593,33.777653,169535341,uuuu,TR,TR,1466313419,0,0,101911031,Finansbank As,-1,169/535/341/169535341.geojson,venue,85679259,simplegeo,,,TR
"35.313736,37.000717,35.313736,37.000717",uuuu,85632393,,f9514c8978c1067bd4080b8c56117776,,ae5c3198fb5575113b12136fbeb21bfa,37.000717,35.313736,169535219,uuuu,TR,TR,1466313419,0,0,-1,Finansbank As,85929841,169/535/219/169535219.geojson,venue,85679443,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,785a4ad02ff5bc36352a102f884a676e,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535569,uuuu,TR,TR,1466313420,0,0,-1,General Elektrik Tas,85906483,169/535/569/169535569.geojson,venue,85679237,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,20d2c923457305a68020c62996e4a03a,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535497,uuuu,TR,TR,1466313420,0,0,-1,Garanti Factoring,85906483,169/535/497/169535497.geojson,venue,85679237,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,148d26dbd2613b3df94c26c56a2afda1,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535597,uuuu,TR,TR,1466313420,0,0,-1,Gsd Holding Co,85906483,169/535/597/169535597.geojson,venue,85679237,simplegeo,,,TR
"29.086491,37.773525,29.086491,37.773525",uuuu,85632393,,25c3180502f69138f1d53ce841f92ce9,,47f10025a46067c267e06d83f9a15f1e,37.773525,29.086491,169535065,uuuu,TR,TR,1466313418,0,0,-1,Faysal Islamic Bank Of Bahrain Ec,-1,169/535/065/169535065.geojson,venue,85679277,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,ac9e1d880bd4785f9805b94bd9b7d361,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535539,uuuu,TR,TR,1466313420,0,0,-1,Garanti Yatirim Menkul Kiymetler As,85906483,169/535/539/169535539.geojson,venue,85679237,simplegeo,,,TR
"28.975925,41.012379,28.975925,41.012379",uuuu,-1,,7f33d5dfbf0c78bea5f1e9c2a791e373,,934b9d98240618589dcadb3e67221e7c,41.012379,28.975925,169535469,uuuu,TR,TR,1466313420,0,0,-1,Finansbank Investment Trust,85906483,169/535/469/169535469.geojson,venue,85679237,simplegeo,,,TR
"29.030682,41.022354,29.030682,41.022354",uuuu,85632393,,34113a2cb9e3057433e2f270576f9634,,bf22cc16634a4f3685eb6be1937db9a9,41.022354,29.030682,169543533,uuuu,TR,TR,1466313442,0,0,101912675,"T?kiye Emlak, Bankasi As",85929383,169/543/533/169543533.geojson,venue,85679237,simplegeo,,,TR
"34.869328,36.915825,34.869328,36.915825",uuuu,85632393,,043e49697b27ac1687542c2ef0b7997e,,aa61fec6304a8926f4d82d8d0f6ad130,36.915825,34.869328,169543637,uuuu,TR,TR,1466313443,0,0,-1,"T?kiye Emlak, Bankasi As",-1,169/543/637/169543637.geojson,venue,85679313,simplegeo,,,TR
"28.909151,41.067871,28.909151,41.067871",uuuu,85632393,,04868f94f6b919346faafd644552fdcc,,2e24e66ba60141d13719f10fd08b387f,41.067871,28.909151,169543925,uuuu,TR,TR,1466313443,0,0,-1,"T?kiye Emlak, Bankasi As",-1,169/543/925/169543925.geojson,venue,85679237,simplegeo,,,TR
"27.937222,37.728333,27.937222,37.728333",uuuu,85632393,,9c24b9c868dc88ec7be2003be5e403a1,,d341d57965b24b9eb43946577d1777dc,37.728333,27.937222,169543321,uuuu,TR,TR,1466313203,0,0,-1,T?kiye Emlak Bankasi As,-1,169/543/321/169543321.geojson,venue,85679195,simplegeo,,,TR
"28.796736,40.98867,28.796736,40.98867",uuuu,85632393,,8757c00631ecb9c5708750f7460e2a29,,bf28f32f66406b56690775b4f939bdd5,40.98867,28.796736,169543717,uuuu,TR,TR,1466313443,0,0,-1,"T?kiye Emlak, Bankasi As",85929917,169/543/717/169543717.geojson,venue,85679237,simplegeo,,,TR
"32.861774,39.875813,32.861774,39.875813",uuuu,85632393,,4376e5b9e411bf6a2eff00e0372207cf,,bd4c86d32369c6a61f5b73e927f442cd,39.875813,32.861774,169543617,uuuu,TR,TR,1466313443,0,0,-1,"T?kiye Emlak, Bankasi As",85929559,169/543/617/169543617.geojson,venue,85679409,simplegeo,,,TR
"41.272541,39.905956,41.272541,39.905956",uuuu,85632393,,ab9b01f69643b3edbf858587df5fb766,,a9297969c2e004ce75bc840fe25468b1,39.905956,41.272541,169543653,uuuu,TR,TR,1466313443,0,0,101911101,"T?kiye Emlak, Bankasi As",-1,169/543/653/169543653.geojson,venue,85679369,simplegeo,,,TR
"32.846989,39.89299,32.846989,39.89299",uuuu,85632393,,04c3541c210536bd015b28f615e985dc,,3dbfa0a86914b4a65fd0e3387ce912b3,39.89299,32.846989,169543441,uuuu,TR,TR,1466313442,0,0,-1,Türkiye Emlak Bankasi As,85929503,169/543/441/169543441.geojson,venue,85679409,simplegeo,,,TR
"29.058004,40.194756,29.058004,40.194756",uuuu,85632393,,fc11ce36dd854dcd444e8fbe5fa57a6d,,2fb162fc23efecc2a9d4fc26d71c2a01,40.194756,29.058004,169543239,uuuu,TR,TR,1466313440,0,0,-1,T?kiye Emlak Bankasi As,85929923,169/543/239/169543239.geojson,venue,85679231,simplegeo,,,TR
"30.484554,39.790073,30.484554,39.790073",uuuu,85632393,,41b04ca98ba78c5ad6e4ba3c08fb4b00,,38ec56d29d89e75ea104b2ae38769f54,39.790073,30.484554,169543835,uuuu,TR,TR,1466313443,0,0,-1,"T?kiye Emlak, Bankasi As",-1,169/543/835/169543835.geojson,venue,85679255,simplegeo,,,TR
